,aoi,Tamb,Wind,POA,i_mp,v_mp,p_mp,Power,anomaly
2021-08-11 21:52:00-07:00,,17.5,4.0,,,,,,False
2021-08-11 21:53:00-07:00,,17.4,4.2,,,,,,False
2021-08-11 21:54:00-07:00,,17.4,3.9,,,,,,False
2021-08-11 21:55:00-07:00,,17.5,4.1,,,,,,False
2021-08-11 21:56:00-07:00,,17.5,4.2,,,,,,False
2021-08-11 21:57:00-07:00,,17.5,4.0,,,,,,False
2021-08-11 21:58:00-07:00,,17.4,4.0,,,,,,False
2021-08-11 21:59:00-07:00,,17.2,4.0,,,,,,False
2021-08-11 22:00:00-07:00,,17.0,3.8,,,,,,False
2021-08-11 22:01:00-07:00,,16.9,4.1,,,,,,False
2021-08-11 22:02:00-07:00,,16.8,4.3,,,,,,False
2021-08-11 22:03:00-07:00,,16.7,4.4,,,,,,False
2021-08-11 22:04:00-07:00,,16.6,4.2,,,,,,False
2021-08-11 22:05:00-07:00,,16.6,4.0,,,,,,False
2021-08-11 22:06:00-07:00,,16.6,3.9,,,,,,False
2021-08-11 22:07:00-07:00,,16.7,3.9,,,,,,False
2021-08-11 22:08:00-07:00,,16.8,3.8,,,,,,False
2021-08-11 22:09:00-07:00,,17.0,3.7,,,,,,False
2021-08-11 22:10:00-07:00,,17.0,3.7,,,,,,False
2021-08-11 22:11:00-07:00,,17.0,3.6,,,,,,False
2021-08-11 22:12:00-07:00,,17.1,3.3,,,,,,False
2021-08-11 22:13:00-07:00,,17.2,3.4,,,,,,False
2021-08-11 22:14:00-07:00,,17.3,3.3,,,,,,False
2021-08-11 22:15:00-07:00,,17.4,3.2,,,,,,False
2021-08-11 22:16:00-07:00,,17.4,3.2,,,,,,False
2021-08-11 22:17:00-07:00,,17.5,3.2,,,,,,False
2021-08-11 22:18:00-07:00,,17.6,3.3,,,,,,False
2021-08-11 22:19:00-07:00,,17.6,3.2,,,,,,False
2021-08-11 22:20:00-07:00,,17.6,3.6,,,,,,False
2021-08-11 22:21:00-07:00,,17.5,3.7,,,,,,False
2021-08-11 22:22:00-07:00,,17.4,3.6,,,,,,False
2021-08-11 22:23:00-07:00,,17.4,3.5,,,,,,False
2021-08-11 22:24:00-07:00,,17.4,3.5,,,,,,False
2021-08-11 22:25:00-07:00,,17.4,3.7,,,,,,False
2021-08-11 22:26:00-07:00,,17.4,4.0,,,,,,False
2021-08-11 22:27:00-07:00,,17.3,4.1,,,,,,False
2021-08-11 22:28:00-07:00,,17.2,4.2,,,,,,False
2021-08-11 22:29:00-07:00,,17.1,4.4,,,,,,False
2021-08-11 22:30:00-07:00,,17.0,4.6,,,,,,False
2021-08-11 22:31:00-07:00,,17.0,4.7,,,,,,False
2021-08-11 22:32:00-07:00,,17.0,4.8,,,,,,False
2021-08-11 22:33:00-07:00,,17.0,4.7,,,,,,False
2021-08-11 22:34:00-07:00,,17.1,4.8,,,,,,False
2021-08-11 22:35:00-07:00,,17.2,5.0,,,,,,False
2021-08-11 22:36:00-07:00,,17.2,5.0,,,,,,False
2021-08-11 22:37:00-07:00,,17.3,5.0,,,,,,False
2021-08-11 22:38:00-07:00,,17.4,5.2,,,,,,False
2021-08-11 22:39:00-07:00,,17.5,5.0,,,,,,False
2021-08-11 22:40:00-07:00,,17.5,4.9,,,,,,False
2021-08-11 22:41:00-07:00,,17.5,4.9,,,,,,False
2021-08-11 22:42:00-07:00,,17.5,4.8,,,,,,False
2021-08-11 22:43:00-07:00,,17.5,4.8,,,,,,False
2021-08-11 22:44:00-07:00,,17.5,4.7,,,,,,False
2021-08-11 22:45:00-07:00,,17.6,4.6,,,,,,False
2021-08-11 22:46:00-07:00,,17.6,4.6,,,,,,False
2021-08-11 22:47:00-07:00,,17.6,4.6,,,,,,False
2021-08-11 22:48:00-07:00,,17.5,4.5,,,,,,False
2021-08-11 22:49:00-07:00,,17.5,4.4,,,,,,False
2021-08-11 22:50:00-07:00,,17.5,4.3,,,,,,False
2021-08-11 22:51:00-07:00,,17.5,4.4,,,,,,False
2021-08-11 22:52:00-07:00,,17.5,4.4,,,,,,False
2021-08-11 22:53:00-07:00,,17.6,4.3,,,,,,False
2021-08-11 22:54:00-07:00,,17.7,4.2,,,,,,False
2021-08-11 22:55:00-07:00,,17.9,4.3,,,,,,False
2021-08-11 22:56:00-07:00,,17.8,4.1,,,,,,False
2021-08-11 22:57:00-07:00,,17.5,4.0,,,,,,False
2021-08-11 22:58:00-07:00,,17.1,4.0,,,,,,False
2021-08-11 22:59:00-07:00,,17.0,4.3,,,,,,False
2021-08-11 23:00:00-07:00,,17.1,4.4,,,,,,False
2021-08-11 23:01:00-07:00,,17.2,4.2,,,,,,False
2021-08-11 23:02:00-07:00,,17.3,4.2,,,,,,False
2021-08-11 23:03:00-07:00,,17.5,4.3,,,,,,False
2021-08-11 23:04:00-07:00,,17.5,4.3,,,,,,False
2021-08-11 23:05:00-07:00,,17.6,4.3,,,,,,False
2021-08-11 23:06:00-07:00,,17.7,4.2,,,,,,False
2021-08-11 23:07:00-07:00,,17.9,4.4,,,,,,False
2021-08-11 23:08:00-07:00,,18.1,4.4,,,,,,False
2021-08-11 23:09:00-07:00,,18.2,4.4,,,,,,False
2021-08-11 23:10:00-07:00,,18.2,4.4,,,,,,False
2021-08-11 23:11:00-07:00,,18.3,4.5,,,,,,False
2021-08-11 23:12:00-07:00,,18.3,4.5,,,,,,False
2021-08-11 23:13:00-07:00,,18.3,4.4,,,,,,False
2021-08-11 23:14:00-07:00,,18.4,4.2,,,,,,False
2021-08-11 23:15:00-07:00,,18.3,4.3,,,,,,False
2021-08-11 23:16:00-07:00,,18.1,4.0,,,,,,False
2021-08-11 23:17:00-07:00,,18.1,4.1,,,,,,False
2021-08-11 23:18:00-07:00,,18.5,4.3,,,,,,False
2021-08-11 23:19:00-07:00,,19.0,4.2,,,,,,False
2021-08-11 23:20:00-07:00,,19.2,4.2,,,,,,False
2021-08-11 23:21:00-07:00,,19.4,4.3,,,,,,False
2021-08-11 23:22:00-07:00,,19.5,4.3,,,,,,False
2021-08-11 23:23:00-07:00,,19.5,4.3,,,,,,False
2021-08-11 23:24:00-07:00,,19.6,4.4,,,,,,False
2021-08-11 23:25:00-07:00,,19.8,4.3,,,,,,False
2021-08-11 23:26:00-07:00,,19.9,4.3,,,,,,False
2021-08-11 23:27:00-07:00,,20.1,4.4,,,,,,False
2021-08-11 23:28:00-07:00,,20.4,4.3,,,,,,False
2021-08-11 23:29:00-07:00,,20.6,4.4,,,,,,False
2021-08-11 23:30:00-07:00,,20.6,4.1,,,,,,False
2021-08-11 23:31:00-07:00,,20.5,4.2,,,,,,False
2021-08-11 23:32:00-07:00,,20.4,4.5,,,,,,False
2021-08-11 23:33:00-07:00,,20.5,4.4,,,,,,False
2021-08-11 23:34:00-07:00,,20.8,3.7,,,,,,False
2021-08-11 23:35:00-07:00,,21.0,3.9,,,,,,False
2021-08-11 23:36:00-07:00,,21.1,3.6,,,,,,False
2021-08-11 23:37:00-07:00,,21.0,3.8,,,,,,False
2021-08-11 23:38:00-07:00,,20.9,3.9,,,,,,False
2021-08-11 23:39:00-07:00,,20.7,3.8,,,,,,False
2021-08-11 23:40:00-07:00,,20.6,3.8,,,,,,False
2021-08-11 23:41:00-07:00,,20.6,3.6,,,,,,False
2021-08-11 23:42:00-07:00,,20.8,3.9,,,,,,False
2021-08-11 23:43:00-07:00,,21.1,4.1,,,,,,False
2021-08-11 23:44:00-07:00,,21.5,3.8,,,,,,False
2021-08-11 23:45:00-07:00,,21.6,4.1,,,,,,False
2021-08-11 23:46:00-07:00,,21.4,4.3,,,,,,False
2021-08-11 23:47:00-07:00,,21.1,4.1,,,,,,False
2021-08-11 23:48:00-07:00,,20.9,4.3,,,,,,False
2021-08-11 23:49:00-07:00,,20.6,4.5,,,,,,False
2021-08-11 23:50:00-07:00,,20.3,4.5,,,,,,False
2021-08-11 23:51:00-07:00,,19.9,4.6,,,,,,False
2021-08-11 23:52:00-07:00,,19.6,4.6,,,,,,False
2021-08-11 23:53:00-07:00,,19.5,4.7,,,,,,False
2021-08-11 23:54:00-07:00,,19.6,4.5,,,,,,False
2021-08-11 23:55:00-07:00,,19.8,4.6,,,,,,False
2021-08-11 23:56:00-07:00,,19.8,4.6,,,,,,False
2021-08-11 23:57:00-07:00,,19.8,4.6,,,,,,False
2021-08-11 23:58:00-07:00,,19.8,4.7,,,,,,False
2021-08-11 23:59:00-07:00,,20.0,4.4,,,,,,False
2021-08-12 00:00:00-07:00,,20.0,4.2,,,,,,False
2021-08-12 00:01:00-07:00,,19.9,4.4,,,,,,False
2021-08-12 00:02:00-07:00,,19.7,4.1,,,,,,False
2021-08-12 00:03:00-07:00,,19.8,4.1,,,,,,False
2021-08-12 00:04:00-07:00,,19.9,4.2,,,,,,False
2021-08-12 00:05:00-07:00,,19.8,4.3,,,,,,False
2021-08-12 00:06:00-07:00,,19.6,4.4,,,,,,False
2021-08-12 00:07:00-07:00,,19.5,4.2,,,,,,False
2021-08-12 00:08:00-07:00,,19.5,4.3,,,,,,False
2021-08-12 00:09:00-07:00,,19.6,4.4,,,,,,False
2021-08-12 00:10:00-07:00,,19.7,4.3,,,,,,False
2021-08-12 00:11:00-07:00,,19.6,4.2,,,,,,False
2021-08-12 00:12:00-07:00,,19.4,4.1,,,,,,False
2021-08-12 00:13:00-07:00,,19.3,4.2,,,,,,False
2021-08-12 00:14:00-07:00,,19.1,4.1,,,,,,False
2021-08-12 00:15:00-07:00,,18.7,4.2,,,,,,False
2021-08-12 00:16:00-07:00,,18.8,4.2,,,,,,False
2021-08-12 00:17:00-07:00,,19.3,4.2,,,,,,False
2021-08-12 00:18:00-07:00,,19.6,3.9,,,,,,False
2021-08-12 00:19:00-07:00,,19.9,4.0,,,,,,False
2021-08-12 00:20:00-07:00,,20.1,4.2,,,,,,False
2021-08-12 00:21:00-07:00,,20.0,4.3,,,,,,False
2021-08-12 00:22:00-07:00,,19.8,4.2,,,,,,False
2021-08-12 00:23:00-07:00,,19.7,4.1,,,,,,False
2021-08-12 00:24:00-07:00,,19.6,3.9,,,,,,False
2021-08-12 00:25:00-07:00,,19.6,4.0,,,,,,False
2021-08-12 00:26:00-07:00,,19.5,4.2,,,,,,False
2021-08-12 00:27:00-07:00,,19.5,4.0,,,,,,False
2021-08-12 00:28:00-07:00,,19.6,4.0,,,,,,False
2021-08-12 00:29:00-07:00,,19.5,4.3,,,,,,False
2021-08-12 00:30:00-07:00,,19.3,4.4,,,,,,False
2021-08-12 00:31:00-07:00,,19.0,4.2,,,,,,False
2021-08-12 00:32:00-07:00,,18.8,4.1,,,,,,False
2021-08-12 00:33:00-07:00,,18.4,3.8,,,,,,False
2021-08-12 00:34:00-07:00,,18.0,3.8,,,,,,False
2021-08-12 00:35:00-07:00,,17.6,3.6,,,,,,False
2021-08-12 00:36:00-07:00,,17.1,3.6,,,,,,False
2021-08-12 00:37:00-07:00,,16.8,3.2,,,,,,False
2021-08-12 00:38:00-07:00,,16.8,1.9,,,,,,False
2021-08-12 00:39:00-07:00,,17.0,2.8,,,,,,False
2021-08-12 00:40:00-07:00,,17.2,3.0,,,,,,False
2021-08-12 00:41:00-07:00,,17.1,2.2,,,,,,False
2021-08-12 00:42:00-07:00,,16.9,2.7,,,,,,False
2021-08-12 00:43:00-07:00,,16.7,2.9,,,,,,False
2021-08-12 00:44:00-07:00,,16.3,1.0,,,,,,False
2021-08-12 00:45:00-07:00,,16.1,1.0,,,,,,False
2021-08-12 00:46:00-07:00,,16.4,2.2,,,,,,False
2021-08-12 00:47:00-07:00,,16.4,3.1,,,,,,False
2021-08-12 00:48:00-07:00,,16.3,2.6,,,,,,False
2021-08-12 00:49:00-07:00,,16.3,2.4,,,,,,False
2021-08-12 00:50:00-07:00,,16.4,1.9,,,,,,False
2021-08-12 00:51:00-07:00,,16.3,2.1,,,,,,False
2021-08-12 00:52:00-07:00,,16.1,3.0,,,,,,False
2021-08-12 00:53:00-07:00,,16.5,3.0,,,,,,False
2021-08-12 00:54:00-07:00,,17.2,2.6,,,,,,False
2021-08-12 00:55:00-07:00,,17.8,2.9,,,,,,False
2021-08-12 00:56:00-07:00,,18.0,3.1,,,,,,False
2021-08-12 00:57:00-07:00,,18.1,3.3,,,,,,False
2021-08-12 00:58:00-07:00,,18.4,3.6,,,,,,False
2021-08-12 00:59:00-07:00,,18.5,3.7,,,,,,False
2021-08-12 01:00:00-07:00,,18.5,3.5,,,,,,False
2021-08-12 01:01:00-07:00,,18.7,3.4,,,,,,False
2021-08-12 01:02:00-07:00,,18.8,3.4,,,,,,False
2021-08-12 01:03:00-07:00,,19.0,3.5,,,,,,False
2021-08-12 01:04:00-07:00,,19.2,3.1,,,,,,False
2021-08-12 01:05:00-07:00,,19.7,3.2,,,,,,False
2021-08-12 01:06:00-07:00,,20.0,3.4,,,,,,False
2021-08-12 01:07:00-07:00,,20.2,3.2,,,,,,False
2021-08-12 01:08:00-07:00,,20.1,2.7,,,,,,False
2021-08-12 01:09:00-07:00,,20.1,2.8,,,,,,False
2021-08-12 01:10:00-07:00,,20.0,2.8,,,,,,False
2021-08-12 01:11:00-07:00,,20.1,2.4,,,,,,False
2021-08-12 01:12:00-07:00,,19.9,2.8,,,,,,False
2021-08-12 01:13:00-07:00,,19.9,2.6,,,,,,False
2021-08-12 01:14:00-07:00,,20.1,3.1,,,,,,False
2021-08-12 01:15:00-07:00,,20.4,3.4,,,,,,False
2021-08-12 01:16:00-07:00,,20.5,3.5,,,,,,False
2021-08-12 01:17:00-07:00,,20.4,3.5,,,,,,False
2021-08-12 01:18:00-07:00,,20.5,3.5,,,,,,False
2021-08-12 01:19:00-07:00,,20.8,3.4,,,,,,False
2021-08-12 01:20:00-07:00,,21.1,3.5,,,,,,False
2021-08-12 01:21:00-07:00,,21.3,3.8,,,,,,False
2021-08-12 01:22:00-07:00,,21.2,3.6,,,,,,False
2021-08-12 01:23:00-07:00,,21.2,3.4,,,,,,False
2021-08-12 01:24:00-07:00,,21.2,3.5,,,,,,False
2021-08-12 01:25:00-07:00,,21.1,3.8,,,,,,False
2021-08-12 01:26:00-07:00,,21.2,3.7,,,,,,False
2021-08-12 01:27:00-07:00,,21.0,3.6,,,,,,False
2021-08-12 01:28:00-07:00,,20.8,3.7,,,,,,False
2021-08-12 01:29:00-07:00,,21.0,3.5,,,,,,False
2021-08-12 01:30:00-07:00,,21.1,3.5,,,,,,False
2021-08-12 01:31:00-07:00,,20.7,3.4,,,,,,False
2021-08-12 01:32:00-07:00,,20.5,3.6,,,,,,False
2021-08-12 01:33:00-07:00,,20.3,3.6,,,,,,False
2021-08-12 01:34:00-07:00,,20.1,3.6,,,,,,False
2021-08-12 01:35:00-07:00,,20.0,3.6,,,,,,False
2021-08-12 01:36:00-07:00,,19.8,3.6,,,,,,False
2021-08-12 01:37:00-07:00,,19.6,3.5,,,,,,False
2021-08-12 01:38:00-07:00,,19.4,3.5,,,,,,False
2021-08-12 01:39:00-07:00,,19.2,3.3,,,,,,False
2021-08-12 01:40:00-07:00,,18.9,3.3,,,,,,False
2021-08-12 01:41:00-07:00,,18.8,3.5,,,,,,False
2021-08-12 01:42:00-07:00,,18.8,3.7,,,,,,False
2021-08-12 01:43:00-07:00,,18.9,3.7,,,,,,False
2021-08-12 01:44:00-07:00,,19.0,3.6,,,,,,False
2021-08-12 01:45:00-07:00,,19.1,3.3,,,,,,False
2021-08-12 01:46:00-07:00,,19.2,2.9,,,,,,False
2021-08-12 01:47:00-07:00,,19.4,2.8,,,,,,False
2021-08-12 01:48:00-07:00,,19.5,2.7,,,,,,False
2021-08-12 01:49:00-07:00,,19.6,2.8,,,,,,False
2021-08-12 01:50:00-07:00,,19.7,2.9,,,,,,False
2021-08-12 01:51:00-07:00,,19.8,2.9,,,,,,False
2021-08-12 01:52:00-07:00,,19.9,2.9,,,,,,False
2021-08-12 01:53:00-07:00,,19.8,2.7,,,,,,False
2021-08-12 01:54:00-07:00,,19.7,2.8,,,,,,False
2021-08-12 01:55:00-07:00,,19.6,3.0,,,,,,False
2021-08-12 01:56:00-07:00,,19.1,3.1,,,,,,False
2021-08-12 01:57:00-07:00,,18.6,3.2,,,,,,False
2021-08-12 01:58:00-07:00,,18.2,3.0,,,,,,False
2021-08-12 01:59:00-07:00,,17.9,2.8,,,,,,False
2021-08-12 02:00:00-07:00,,17.6,2.8,,,,,,False
2021-08-12 02:01:00-07:00,,17.5,2.8,,,,,,False
2021-08-12 02:02:00-07:00,,17.5,2.6,,,,,,False
2021-08-12 02:03:00-07:00,,17.5,2.0,,,,,,False
2021-08-12 02:04:00-07:00,,17.6,2.1,,,,,,False
2021-08-12 02:05:00-07:00,,17.7,3.5,,,,,,False
2021-08-12 02:06:00-07:00,,17.5,3.0,,,,,,False
2021-08-12 02:07:00-07:00,,17.2,3.0,,,,,,False
2021-08-12 02:08:00-07:00,,17.0,3.0,,,,,,False
2021-08-12 02:09:00-07:00,,16.8,2.7,,,,,,False
2021-08-12 02:10:00-07:00,,16.7,2.7,,,,,,False
2021-08-12 02:11:00-07:00,,16.6,2.6,,,,,,False
2021-08-12 02:12:00-07:00,,16.5,2.8,,,,,,False
2021-08-12 02:13:00-07:00,,16.5,2.9,,,,,,False
2021-08-12 02:14:00-07:00,,16.4,2.7,,,,,,False
2021-08-12 02:15:00-07:00,,16.3,2.8,,,,,,False
2021-08-12 02:16:00-07:00,,16.2,3.0,,,,,,False
2021-08-12 02:17:00-07:00,,16.2,3.0,,,,,,False
2021-08-12 02:18:00-07:00,,16.2,2.8,,,,,,False
2021-08-12 02:19:00-07:00,,16.2,2.6,,,,,,False
2021-08-12 02:20:00-07:00,,16.1,2.7,,,,,,False
2021-08-12 02:21:00-07:00,,16.0,2.9,,,,,,False
2021-08-12 02:22:00-07:00,,15.9,2.9,,,,,,False
2021-08-12 02:23:00-07:00,,16.0,3.0,,,,,,False
2021-08-12 02:24:00-07:00,,16.1,2.8,,,,,,False
2021-08-12 02:25:00-07:00,,16.2,2.6,,,,,,False
2021-08-12 02:26:00-07:00,,16.2,2.4,,,,,,False
2021-08-12 02:27:00-07:00,,16.4,2.2,,,,,,False
2021-08-12 02:28:00-07:00,,16.6,2.1,,,,,,False
2021-08-12 02:29:00-07:00,,16.8,2.0,,,,,,False
2021-08-12 02:30:00-07:00,,16.9,1.5,,,,,,False
2021-08-12 02:31:00-07:00,,16.9,1.4,,,,,,False
2021-08-12 02:32:00-07:00,,16.9,1.0,,,,,,False
2021-08-12 02:33:00-07:00,,17.0,1.0,,,,,,False
2021-08-12 02:34:00-07:00,,17.3,0.9,,,,,,False
2021-08-12 02:35:00-07:00,,17.5,0.9,,,,,,False
2021-08-12 02:36:00-07:00,,17.3,0.7,,,,,,False
2021-08-12 02:37:00-07:00,,17.1,0.8,,,,,,False
2021-08-12 02:38:00-07:00,,17.0,1.0,,,,,,False
2021-08-12 02:39:00-07:00,,16.9,0.9,,,,,,False
2021-08-12 02:40:00-07:00,,16.9,0.9,,,,,,False
2021-08-12 02:41:00-07:00,,16.5,0.7,,,,,,False
2021-08-12 02:42:00-07:00,,16.0,0.7,,,,,,False
2021-08-12 02:43:00-07:00,,15.8,0.5,,,,,,False
2021-08-12 02:44:00-07:00,,16.0,0.4,,,,,,False
2021-08-12 02:45:00-07:00,,16.4,0.5,,,,,,False
2021-08-12 02:46:00-07:00,,16.7,0.8,,,,,,False
2021-08-12 02:47:00-07:00,,16.8,1.0,,,,,,False
2021-08-12 02:48:00-07:00,,16.8,1.4,,,,,,False
2021-08-12 02:49:00-07:00,,16.8,1.7,,,,,,False
2021-08-12 02:50:00-07:00,,16.6,1.6,,,,,,False
2021-08-12 02:51:00-07:00,,16.5,1.6,,,,,,False
2021-08-12 02:52:00-07:00,,16.2,1.5,,,,,,False
2021-08-12 02:53:00-07:00,,16.2,1.6,,,,,,False
2021-08-12 02:54:00-07:00,,16.5,1.4,,,,,,False
2021-08-12 02:55:00-07:00,,17.1,1.6,,,,,,False
2021-08-12 02:56:00-07:00,,17.7,1.7,,,,,,False
2021-08-12 02:57:00-07:00,,17.9,1.7,,,,,,False
2021-08-12 02:58:00-07:00,,17.6,1.6,,,,,,False
2021-08-12 02:59:00-07:00,,17.2,1.6,,,,,,False
2021-08-12 03:00:00-07:00,,17.2,1.6,,,,,,False
2021-08-12 03:01:00-07:00,,17.3,1.5,,,,,,False
2021-08-12 03:02:00-07:00,,17.5,1.5,,,,,,False
2021-08-12 03:03:00-07:00,,17.9,1.3,,,,,,False
2021-08-12 03:04:00-07:00,,18.1,1.5,,,,,,False
2021-08-12 03:05:00-07:00,,18.0,1.6,,,,,,False
2021-08-12 03:06:00-07:00,,18.1,1.7,,,,,,False
2021-08-12 03:07:00-07:00,,18.2,1.7,,,,,,False
2021-08-12 03:08:00-07:00,,18.3,1.4,,,,,,False
2021-08-12 03:09:00-07:00,,18.5,1.3,,,,,,False
2021-08-12 03:10:00-07:00,,18.6,1.3,,,,,,False
2021-08-12 03:11:00-07:00,,18.6,1.4,,,,,,False
2021-08-12 03:12:00-07:00,,18.6,1.6,,,,,,False
2021-08-12 03:13:00-07:00,,18.5,1.7,,,,,,False
2021-08-12 03:14:00-07:00,,18.6,2.0,,,,,,False
2021-08-12 03:15:00-07:00,,18.6,1.8,,,,,,False
2021-08-12 03:16:00-07:00,,18.7,1.8,,,,,,False
2021-08-12 03:17:00-07:00,,18.9,1.8,,,,,,False
2021-08-12 03:18:00-07:00,,19.0,1.9,,,,,,False
2021-08-12 03:19:00-07:00,,18.8,1.8,,,,,,False
2021-08-12 03:20:00-07:00,,18.3,1.8,,,,,,False
2021-08-12 03:21:00-07:00,,18.3,1.7,,,,,,False
2021-08-12 03:22:00-07:00,,18.5,1.8,,,,,,False
2021-08-12 03:23:00-07:00,,18.6,1.6,,,,,,False
2021-08-12 03:24:00-07:00,,18.4,1.4,,,,,,False
2021-08-12 03:25:00-07:00,,18.5,1.1,,,,,,False
2021-08-12 03:26:00-07:00,,18.6,1.1,,,,,,False
2021-08-12 03:27:00-07:00,,18.4,1.1,,,,,,False
2021-08-12 03:28:00-07:00,,18.0,1.2,,,,,,False
2021-08-12 03:29:00-07:00,,17.7,1.6,,,,,,False
2021-08-12 03:30:00-07:00,,17.7,1.5,,,,,,False
2021-08-12 03:31:00-07:00,,17.9,1.7,,,,,,False
2021-08-12 03:32:00-07:00,,18.2,1.5,,,,,,False
2021-08-12 03:33:00-07:00,,18.9,1.2,,,,,,False
2021-08-12 03:34:00-07:00,,19.1,1.2,,,,,,False
2021-08-12 03:35:00-07:00,,19.1,1.0,,,,,,False
2021-08-12 03:36:00-07:00,,19.1,1.4,,,,,,False
2021-08-12 03:37:00-07:00,,19.1,2.0,,,,,,False
2021-08-12 03:38:00-07:00,,19.0,2.1,,,,,,False
2021-08-12 03:39:00-07:00,,19.0,2.3,,,,,,False
2021-08-12 03:40:00-07:00,,19.1,2.6,,,,,,False
2021-08-12 03:41:00-07:00,,19.0,2.5,,,,,,False
2021-08-12 03:42:00-07:00,,18.9,2.4,,,,,,False
2021-08-12 03:43:00-07:00,,18.7,2.0,,,,,,False
2021-08-12 03:44:00-07:00,,18.5,1.9,,,,,,False
2021-08-12 03:45:00-07:00,,18.4,1.9,,,,,,False
2021-08-12 03:46:00-07:00,,18.3,1.5,,,,,,False
2021-08-12 03:47:00-07:00,,18.4,1.2,,,,,,False
2021-08-12 03:48:00-07:00,,18.4,1.3,,,,,,False
2021-08-12 03:49:00-07:00,,18.6,1.3,,,,,,False
2021-08-12 03:50:00-07:00,,18.3,1.3,,,,,,False
2021-08-12 03:51:00-07:00,,18.1,1.1,,,,,,False
2021-08-12 03:52:00-07:00,,18.1,1.0,,,,,,False
2021-08-12 03:53:00-07:00,,18.4,0.8,,,,,,False
2021-08-12 03:54:00-07:00,,18.7,0.5,,,,,,False
2021-08-12 03:55:00-07:00,,19.0,1.4,,,,,,False
2021-08-12 03:56:00-07:00,,19.2,0.8,,,,,,False
2021-08-12 03:57:00-07:00,,19.4,0.4,,,,,,False
2021-08-12 03:58:00-07:00,,19.3,0.6,,,,,,False
2021-08-12 03:59:00-07:00,,18.7,0.9,,,,,,False
2021-08-12 04:00:00-07:00,,18.5,0.9,,,,,,False
2021-08-12 04:01:00-07:00,,18.3,0.7,,,,,,False
2021-08-12 04:02:00-07:00,,18.2,0.6,,,,,,False
2021-08-12 04:03:00-07:00,,18.2,0.7,,,,,,False
2021-08-12 04:04:00-07:00,,18.1,0.5,,,,,,False
2021-08-12 04:05:00-07:00,,18.3,0.6,,,,,,False
2021-08-12 04:06:00-07:00,,18.6,0.6,,,,,,False
2021-08-12 04:07:00-07:00,,18.8,0.5,,,,,,False
2021-08-12 04:08:00-07:00,,19.1,0.7,,,,,,False
2021-08-12 04:09:00-07:00,,19.5,0.6,,,,,,False
2021-08-12 04:10:00-07:00,,19.8,0.6,,,,,,False
2021-08-12 04:11:00-07:00,,20.0,0.7,,,,,,False
2021-08-12 04:12:00-07:00,,20.1,0.9,,,,,,False
2021-08-12 04:13:00-07:00,,20.1,1.1,,,,,,False
2021-08-12 04:14:00-07:00,,20.2,1.2,,,,,,False
2021-08-12 04:15:00-07:00,,20.2,1.3,,,,,,False
2021-08-12 04:16:00-07:00,,20.2,1.3,,,,,,False
2021-08-12 04:17:00-07:00,,20.2,1.1,,,,,,False
2021-08-12 04:18:00-07:00,,20.1,1.0,,,,,,False
2021-08-12 04:19:00-07:00,,20.0,0.8,,,,,,False
2021-08-12 04:20:00-07:00,,20.0,0.6,,,,,,False
2021-08-12 04:21:00-07:00,,20.0,0.6,,,,,,False
2021-08-12 04:22:00-07:00,,20.0,0.3,,,,,,False
2021-08-12 04:23:00-07:00,,20.2,0.7,,,,,,False
2021-08-12 04:24:00-07:00,,20.4,0.8,,,,,,False
2021-08-12 04:25:00-07:00,,20.5,0.6,,,,,,False
2021-08-12 04:26:00-07:00,,20.5,0.4,,,,,,False
2021-08-12 04:27:00-07:00,,20.3,0.5,,,,,,False
2021-08-12 04:28:00-07:00,,20.1,0.5,,,,,,False
2021-08-12 04:29:00-07:00,,19.9,0.2,,,,,,False
2021-08-12 04:30:00-07:00,,19.5,0.4,,,,,,False
2021-08-12 04:31:00-07:00,,19.3,0.4,,,,,,False
2021-08-12 04:32:00-07:00,,19.8,0.6,,,,,,False
2021-08-12 04:33:00-07:00,,20.2,0.8,,,,,,False
2021-08-12 04:34:00-07:00,,20.4,0.9,,,,,,False
2021-08-12 04:35:00-07:00,,20.5,1.4,,,,,,False
2021-08-12 04:36:00-07:00,,20.5,1.5,,,,,,False
2021-08-12 04:37:00-07:00,,20.6,1.8,,,,,,False
2021-08-12 04:38:00-07:00,,20.6,1.9,,,,,,False
2021-08-12 04:39:00-07:00,,20.7,3.2,,,,,,False
2021-08-12 04:40:00-07:00,,20.6,5.1,,,,,,False
2021-08-12 04:41:00-07:00,,20.6,4.5,,,,,,False
2021-08-12 04:42:00-07:00,,20.4,3.1,,,,,,False
2021-08-12 04:43:00-07:00,,20.0,2.5,,,,,,False
2021-08-12 04:44:00-07:00,,19.6,2.4,,,,,,False
2021-08-12 04:45:00-07:00,,19.7,2.2,,,,,,False
2021-08-12 04:46:00-07:00,,19.9,2.3,,,,,,False
2021-08-12 04:47:00-07:00,,19.9,2.2,,,,,,False
2021-08-12 04:48:00-07:00,,20.0,2.2,,,,,,False
2021-08-12 04:49:00-07:00,,20.0,2.2,,,,,,False
2021-08-12 04:50:00-07:00,,19.8,2.4,,,,,,False
2021-08-12 04:51:00-07:00,,19.5,2.5,,,,,,False
2021-08-12 04:52:00-07:00,,19.1,2.4,,,,,,False
2021-08-12 04:53:00-07:00,,18.8,2.2,,,,,,False
2021-08-12 04:54:00-07:00,,18.4,2.3,,,,,,False
